	GO_CATEGORY	VAL	p	Description
4109	GO:1902808	1.7492	0.036000000000000004	Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle. [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]
4110	GO:0061037	1.749	0.027000000000000003	Any process that decreases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]
4111	GO:1902373	1.7478333333333331	0.043	Any process that stops, prevents or reduces the frequency, rate or extent of mRNA catabolic process. [GOC:bf, GOC:TermGenie, PMID:22626865]
4112	GO:1901186	1.7476666666666667	0.038	Any process that activates or increases the frequency, rate or extent of ERBB signaling pathway. [GOC:BHF, GOC:TermGenie]
4113	GO:0001098	1.7473333333333334	0.031	Binding to a component of the basal transcription machinery which is composed of the RNA polymerase core enzyme and the basal transcription factor(s), the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase. [GOC:txnOH]
4114	GO:0001099	1.7473333333333334	0.031	Binding to a component of the basal transcription machinery for RNA polymerase II which is composed of the RNA polymerase II core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of twelve subunits, and the basal RNA polymerase II transcription factors, the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase. [GOC:txnOH]
4115	GO:0016706	1.7469999999999999	0.037000000000000005	Catalysis of the reaction
4116	GO:0070063	1.7459166666666668	0.035	Binding to an RNA polymerase molecule or complex. [GOC:BHF, GOC:mah, GOC:txnOH]
4117	GO:0090049	1.7451666666666668	0.038	Any process that modulates the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis. [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]
4118	GO:0005080	1.7448333333333332	0.028999999999999998	Binding to protein kinase C. [GOC:jl]
4119	GO:0010823	1.7441666666666666	0.025	Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion. [GOC:dph, GOC:tb]
4120	GO:0050732	1.7436666666666665	0.033	Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]
4121	GO:0032555	1.7435957779149018	0.038	Binding to a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety. [GOC:mah]
4122	GO:0046503	1.7429166666666664	0.043	The chemical reactions and pathways resulting in the breakdown of glycerolipids, any lipid with a glycerol backbone. [GOC:ai]
4123	GO:0003012	1.7419190476190496	0.20600000000000002	A organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers. [GOC:mtg_cardio]
4124	GO:0010719	1.7419166666666666	0.038	Any process that decreases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:BHF, GOC:dph, GOC:tb]
4125	GO:0045923	1.7416666666666667	0.042	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving fatty acids. [GOC:go_curators]
4126	GO:0140352	1.741493939393932	0.248	The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis. [GOC:pg]
4127	GO:0098801	1.7411666666666663	0.046	Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by the renal system. [GOC:dos]
4128	GO:0006641	1.7399999999999998	0.044000000000000004	The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins. [ISBN:0198506732]
4129	GO:0043489	1.7395	0.043	Prevention of degradation of RNA molecules. [GOC:go_curators]
4130	GO:0014014	1.7391666666666667	0.033	Any process that stops, prevents, or reduces the frequency, rate or extent of gliogenesis, the formation of mature glia. [GOC:ef]
4131	GO:0050918	1.7388333333333332	0.047	The directed movement of a motile cell or organism towards a higher concentration of a chemical. [GOC:ai, GOC:bf, GOC:isa_complete]
4132	GO:0030865	1.7388333333333332	0.043	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane. [GOC:dph, GOC:jl, GOC:mah]
4133	GO:0043124	1.7386666666666668	0.04	Any process that stops, prevents, or reduces the frequency, rate or extent of -kappaB kinase/NF-kappaB signaling. [GOC:jl]
4134	GO:0048713	1.7383333333333333	0.028999999999999998	Any process that modulates the frequency, rate or extent of oligodendrocyte differentiation. [GOC:vp, PMID:15139015]
4135	GO:0032309	1.738333333333333	0.046	The controlled release of icosanoids, any of a group of C20 polyunsaturated fatty acids from a cell or a tissue. [GOC:mah]
4136	GO:0055010	1.73825	0.04	The process in which the anatomical structures of cardiac ventricle muscle is generated and organized. [GOC:devbiol]
4137	GO:0000082	1.7375833333333333	0.044000000000000004	The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated. [GOC:mtg_cell_cycle]
4138	GO:0022904	1.7368333333333332	0.052000000000000005	A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient. [GOC:mtg_electron_transport, ISBN:0716720094]
4139	GO:0001784	1.7358333333333331	0.043	Binding to a phosphorylated tyrosine residue within a protein. [PMID:14636584]
4140	GO:0030216	1.7356666666666665	0.037000000000000005	The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte. [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]
4141	GO:0050789	1.7353431842729483	0.0	Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule. [GOC:ai, GOC:go_curators]
4142	GO:0030159	1.7353333333333332	0.038	The binding activity of a molecule that provides a physical support for the assembly of a multiprotein receptor signaling complex. [GOC:mah]
4143	GO:0016491	1.7345730158730084	0.244	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]
4144	GO:0002067	1.7344999999999997	0.045	The process in which a relatively unspecialized cell acquires specialized features of a glandular epithelial cell. A glandular epithelial cell is a columnar/cuboidal epithelial cell found in a two dimensional sheet with a free surface exposed to the lumen of a gland. [GOC:dph]
4145	GO:0021885	1.7341666666666664	0.035	The orderly movement of a cell from one site to another at least one of which is located in the forebrain. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]
4146	GO:0044843	1.7339166666666666	0.045	The cell cycle process by which a cell in G1 phase commits to S phase. [GOC:mtg_cell_cycle]
4147	GO:0045687	1.7335	0.036000000000000004	Any process that activates or increases the frequency, rate or extent of glia cell differentiation. [GOC:go_curators]
4148	GO:1901564	1.733386712891444	0.0	The chemical reactions and pathways involving organonitrogen compound. [GOC:pr, GOC:TermGenie]
4149	GO:0035265	1.7325833333333334	0.046	The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function. [GOC:bf, ISBN:0471245208, ISBN:0721662544]
4150	GO:0045747	1.7323333333333333	0.038	Any process that activates or increases the frequency, rate or extent of the Notch signaling pathway. [GOC:go_curators]
4151	GO:0007052	1.7314999999999998	0.040999999999999995	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:go_curators, GOC:mah]
4152	GO:0045104	1.7305	0.045	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising intermediate filaments and their associated proteins. [GOC:ai]
4153	GO:0002262	1.7296666666666662	0.04	The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus. [CL:0000763, GOC:add]
4154	GO:0072665	1.7288333333333334	0.032	A process in which a protein is transported to, or maintained at, a location in a vacuole. [GOC:ecd]
4155	GO:0009311	1.7275	0.043	The chemical reactions and pathways involving oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages. [ISBN:0198506732]
4156	GO:0035383	1.7274166666666668	0.047	The chemical reactions and pathways involving a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol. [GOC:bf, Wikipedia:Thioester]
4157	GO:0006637	1.7274166666666668	0.047	The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group. [ISBN:0198506732]
4158	GO:0048806	1.7268333333333332	0.040999999999999995	The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure. [GOC:jid]
4159	GO:0017076	1.7265071004159298	0.044000000000000004	Binding to a purine nucleotide, a compound consisting of a purine nucleoside esterified with (ortho)phosphate. [GOC:ai]
4160	GO:0140677	1.7263333333333333	0.040999999999999995	A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target. [GOC:curators]
4161	GO:0032965	1.7263333333333333	0.039	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. [GOC:mah]
4162	GO:0060043	1.7263333333333333	0.040999999999999995	Any process that modulates the frequency, rate or extent of cardiac muscle cell proliferation. [GOC:dph, GOC:rph]
4163	GO:0002294	1.7259166666666668	0.040999999999999995	The process in which an antigenically naive CD4-positive, alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells. [GOC:add, ISBN:0781735149]
4164	GO:0042093	1.7259166666666668	0.040999999999999995	The process in which a relatively unspecialized thymocyte acquires specialized features of a T-helper cell. [GOC:ebc]
4165	GO:0045103	1.7255	0.045	Any cellular process that depends upon or alters the intermediate filament cytoskeleton, that part of the cytoskeleton comprising intermediate filaments and their associated proteins. [GOC:ai]
4166	GO:0019935	1.7254166666666666	0.044000000000000004	Any intracellular signal transduction in which the signal is passed on within the cell via a cyclic nucleotide. Includes production or release of the cyclic nucleotide, and downstream effectors that further transmit the signal within the cell. [GOC:signaling]
4167	GO:0001658	1.7253333333333332	0.047	The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules. [GOC:dph, PMID:16916378]
4168	GO:0031281	1.7244166666666667	0.04	Any process that activates or increases the activity of a cyclase. [GOC:mah]
4169	GO:0033003	1.724	0.044000000000000004	Any process that modulates the frequency, rate, or extent of mast cell activation. [GOC:mah]
4170	GO:0051349	1.7234166666666668	0.042	Any process that activates or increases the frequency, rate or extent of lyase activity, the catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. [GOC:ai]
4171	GO:0032553	1.7231524269847855	0.042	Binding to a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety. [GOC:mah]
4172	GO:0061077	1.723	0.047	The process of inhibiting aggregation and assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure that is dependent on interaction with a chaperone. [GOC:dph, GOC:vw]
4173	GO:0005200	1.7226666666666666	0.052000000000000005	The action of a molecule that contributes to the structural integrity of a cytoskeletal structure. [GOC:mah]
4174	GO:1901861	1.7216666666666662	0.043	Any process that modulates the frequency, rate or extent of muscle tissue development. [GOC:TermGenie, GOC:yaf, PMID:23150719]
4175	GO:0032728	1.7215	0.048	Any process that activates or increases the frequency, rate, or extent of interferon-beta production. [GOC:mah, PMID:15546383]
4176	GO:0034502	1.7214166666666666	0.040999999999999995	Any process in which a protein is transported to, or maintained at, a specific location on a chromosome. [GOC:mah]
4177	GO:0032786	1.7209999999999999	0.043	Any process that activates or increases the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides catalyzed by a DNA-dependent RNA polymerase. [GOC:mah, GOC:txnOH]
4178	GO:0016799	1.7208333333333332	0.047	Catalysis of the hydrolysis of any N-glycosyl bond. [GOC:jl]
4179	GO:0070821	1.7206666666666666	0.053	The lipid bilayer surrounding a tertiary granule. [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]
4180	GO:0043232	1.7201821624831637	0.01	Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes. [GOC:go_curators]
4181	GO:0043228	1.7201821624831637	0.01	Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes. [GOC:go_curators]
4182	GO:0046942	1.7197857142857167	0.191	The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-). [GOC:ai]
4183	GO:0014065	1.7193333333333332	0.044000000000000004	A series of reactions within the signal-receiving cell, mediated by the intracellular phosphatidylinositol 3-kinase (PI3K). Many cell surface receptor linked signaling pathways signal through PI3K to regulate numerous cellular functions. [GOC:ef, http://www.biocarta.com, PMID:22525052, Wikipedia:PI3K]
4184	GO:0071715	1.7193333333333332	0.052000000000000005	The directed movement of icosanoids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Icosanoids are unsaturated C20 fatty acids and skeletally related compounds. [GOC:mah]
4185	GO:0016071	1.7189690476190451	0.218	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]
4186	GO:0110110	1.7186666666666666	0.044000000000000004	Any process that activates or increases the frequency, rate or extent of animal organ morphogenesis. [GOC:kmv]
4187	GO:0006687	1.7181666666666666	0.036000000000000004	The chemical reactions and pathways involving glycosphingolipids, any compound with residues of sphingoid and at least one monosaccharide. [ISBN:0198547684]
4188	GO:0070613	1.7181666666666666	0.042	Any process that modulates the frequency, rate or extent of protein processing, a protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. [GOC:mah]
4189	GO:1904724	1.717833333333333	0.049	Any membrane-enclosed lumen that is part of a tertiary granule. [GO_REF:0000064, GOC:TermGenie, PMID:23650620]
4190	GO:0048839	1.7156666666666665	0.046	The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure. [GOC:sr]
4191	GO:0050856	1.715666666666666	0.048	Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell. [GOC:ai]
4192	GO:0007566	1.7145833333333331	0.045	Attachment of the blastocyst to the uterine lining. [GOC:isa_complete, http://www.medterms.com]
4193	GO:0005791	1.7136666666666664	0.046	The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae. [ISBN:0198506732]
4194	GO:0010803	1.7128333333333332	0.046	Any process that modulates the rate or extent of the tumor necrosis factor-mediated signaling pathway. The tumor necrosis factor-mediated signaling pathway is the series of molecular signals generated as a consequence of tumor necrosis factor binding to a cell surface receptor. [GOC:dph, GOC:tb]
4195	GO:0051496	1.7124999999999997	0.037000000000000005	Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts. [GOC:ai]
4196	GO:0016234	1.7120833333333332	0.053	A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers. [GOC:mah, PMID:11121744]
4197	GO:0006405	1.7119166666666663	0.044000000000000004	The directed movement of RNA from the nucleus to the cytoplasm. [GOC:ma]
4198	GO:0042440	1.7111666666666665	0.054000000000000006	The chemical reactions and pathways involving pigment, any general or particular coloring matter in living organisms, e.g. melanin. [GOC:jl, ISBN:0198506732]
4199	GO:0045664	1.7109333333333363	0.192	Any process that modulates the frequency, rate or extent of neuron differentiation. [GOC:go_curators]
4200	GO:0005253	1.7088333333333332	0.046	Enables the energy-independent passage of anions across a lipid bilayer down a concentration gradient. [GOC:dph, GOC:mtg_transport, GOC:pr, ISBN:0815340729]
4201	GO:0031526	1.7088333333333332	0.046	The portion of the plasma membrane surrounding the brush border. [GOC:mah]
4202	GO:0045761	1.7075833333333332	0.045	Any process that modulates the frequency, rate or extent of adenylate cyclase activity. [GOC:go_curators]
4203	GO:0031323	1.7072606995898485	0.0	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances. [GOC:mah]
4204	GO:0048029	1.7068333333333334	0.046	Binding to a monosaccharide. Monosaccharides are the simplest carbohydrates; they are polyhydroxy aldehydes H[CH(OH)]nC(=O)H or polyhydroxy ketones H[CHOH]nC(=O)[CHOH]mH with three or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides. [GOC:jid]
4205	GO:0006357	1.7064004042633287	0.005	Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II. [GOC:go_curators, GOC:txnOH]
4206	GO:0002293	1.7054166666666668	0.048	The process in which an antigenically naive alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell during an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells. [GOC:add, ISBN:0781735149]
4207	GO:0002287	1.7054166666666668	0.048	The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response. [GOC:add, ISBN:0781735149]
4208	GO:1901607	1.7048333333333332	0.039	The chemical reactions and pathways resulting in the formation of an alpha-amino acid. [GOC:TermGenie]
4209	GO:0031532	1.7044999999999997	0.047	A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins. [GOC:ecd, GOC:mah]
4210	GO:0006941	1.7044166666666665	0.043	A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope. [GOC:jl, GOC:mtg_muscle, ISBN:0198506732]
4211	GO:0009142	1.7036666666666664	0.055999999999999994	The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar. [GOC:go_curators, ISBN:0198506732]
4212	GO:1902369	1.7035	0.055	Any process that stops, prevents or reduces the frequency, rate or extent of RNA catabolic process. [GOC:bf, GOC:TermGenie, PMID:16640457]
4213	GO:0032814	1.7034999999999998	0.04	Any process that modulates the frequency, rate or extent of natural killer cell activation. [GOC:mah]
4214	GO:0070229	1.7034999999999998	0.054000000000000006	Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte death by apoptotic process. [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]
4215	GO:0030857	1.7033333333333336	0.044000000000000004	Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation. [GOC:mah]
4216	GO:0045926	1.702019047619051	0.20800000000000002	Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism. [GOC:go_curators]
4217	GO:0006446	1.702	0.044000000000000004	Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]
4218	GO:0010712	1.7016666666666669	0.044000000000000004	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. [GOC:dph, GOC:tb]
4219	GO:0051262	1.7003333333333333	0.048	The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits. [GOC:ecd]
4220	GO:0071897	1.6986666666666663	0.046	The biosynthetic process resulting in the formation of DNA. [GOC:mah]
4221	GO:0065007	1.6984222877648625	0.0	Any process that modulates a measurable attribute of any biological process, quality or function. [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]
4222	GO:1990849	1.6983333333333337	0.046	Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell. [PMID:26283797]
4223	GO:0032418	1.6983333333333337	0.046	Any process in which a lysosome is transported to, and/or maintained in, a specific location. [GOC:mah]
4224	GO:0051146	1.6969999999999998	0.048	The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle. [CL:0000737, GOC:ai]
4225	GO:0043392	1.6969999999999998	0.055999999999999994	Any process that stops or reduces the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid). [GOC:dph, GOC:jl, GOC:tb]
4226	GO:1900744	1.6965	0.054000000000000006	Any process that modulates the frequency, rate or extent of p38MAPK cascade. [GOC:TermGenie]
4227	GO:0060412	1.6964999999999997	0.040999999999999995	The developmental process in which a ventricular septum is generated and organized. A ventricular septum is an anatomical structure that separates the lower chambers (ventricles) of the heart from one another. [GOC:dph]
4228	GO:0005684	1.6963333333333332	0.046	Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron that has canonical consensus sequences near the 5' and 3' ends. [GOC:krc, GOC:mah, PMID:11343900]
4229	GO:0033116	1.6951666666666665	0.049	The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system. [GOC:mah, GOC:pr, PMID:16723730]
4230	GO:0005104	1.6949999999999998	0.063	Binding to a fibroblast growth factor receptor (FGFR). [GOC:ceb]
4231	GO:0009620	1.6944999999999997	0.061	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus. [GOC:hb]
4232	GO:0002039	1.6923333333333332	0.047	Binding to one of the p53 family of proteins. [GOC:hjd]
4233	GO:0000976	1.6917968031968045	0.054000000000000006	Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon. [GOC:txnOH]
4234	GO:0001067	1.68988727938728	0.055	Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair. [GOC:txnOH]
4235	GO:0032592	1.6893333333333334	0.054000000000000006	The component of the mitochondrial membrane consisting of the gene products having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:mah]
4236	GO:0008088	1.6891666666666667	0.06	The directed movement of organelles or molecules along microtubules in neuron projections. [ISBN:0815316194]
4237	GO:0043648	1.6891666666666667	0.051	The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing two carboxyl (COOH) groups or anions (COO-). [ISBN:0198506732]
4238	GO:0071548	1.6886666666666668	0.05	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus. [GOC:mah, GOC:yaf]
4239	GO:0016782	1.6886666666666663	0.057999999999999996	Catalysis of the transfer of a sulfur-containing group from one compound (donor) to another (acceptor). [GOC:jl, ISBN:0198506732]
4240	GO:0000978	1.6882115147923924	0.078	Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II. [GOC:txnOH-2018]
4241	GO:0098632	1.687083333333333	0.061	The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to another cell. [Wikipedia:Cell_adhesion]
4242	GO:0016209	1.6868333333333332	0.055	Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage. [ISBN:0198506732]
4243	GO:0042311	1.685666666666666	0.046	An increase in the internal diameter of blood vessels, especially arterioles or capillaries, due to relaxation of smooth muscle cells that line the vessels, and usually resulting in a decrease in blood pressure. [GOC:pr, ISBN:0192800981]
4244	GO:0048286	1.6853333333333331	0.054000000000000006	The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways. [GOC:mtg_lung, PMID:9751757]
4245	GO:0004879	1.6847499999999995	0.055999999999999994	A DNA-binding transcription factor activity regulated by binding to a ligand that modulates the transcription of specific gene sets transcribed by RNA polymerase II. Nuclear receptor ligands are usually lipid-based (such as a steroid hormone) and the binding of the ligand to its receptor often occurs in the cytoplasm, which leads to its tranlocation to the nucleus. [GOC:txnOH-2018]
4246	GO:0098531	1.6847499999999995	0.055999999999999994	A DNA-binding transcription factor activity regulated by binding to a ligand and that modulates the transcription of specific gene sets. Examples include the lac and trp repressors in E.coli and steroid hormone receptors. [GOC:dos, PMID:25568920, PMID:8735275]
4247	GO:0030195	1.6843333333333332	0.04	Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation. [GOC:mah]
4248	GO:0098573	1.6833333333333331	0.054000000000000006	The component of the mitochondrial membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos]
4249	GO:0032873	1.6823333333333332	0.055	Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade. [GOC:mah]
4250	GO:0070303	1.6823333333333332	0.055	Any process that stops, prevents, or reduces the frequency, rate or extent of signaling via the stress-activated protein kinase signaling cascade. [GOC:mah]
4251	GO:0042626	1.6814999999999998	0.065	Primary active transporter of a solute across a membrane, via the reaction
4252	GO:0016042	1.6810047619047654	0.218	The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. [GOC:go_curators]
4253	GO:0043300	1.6809999999999998	0.059000000000000004	Any process that modulates the frequency, rate, or extent of leukocyte degranulation. [GOC:add, ISBN:0781735149]
4254	GO:0009064	1.68075	0.06	The chemical reactions and pathways involving amino acids of the glutamine family, comprising arginine, glutamate, glutamine and proline. [GOC:ai]
4255	GO:0021766	1.6805	0.055999999999999994	The progression of the hippocampus over time from its initial formation until its mature state. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420, UBERON:0002421]
4256	GO:1900047	1.679833333333333	0.040999999999999995	Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis. [GOC:TermGenie]
4257	GO:0042733	1.677833333333333	0.045	The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe. [GOC:bf, GOC:jl, UBERON:0002544]
4258	GO:0048278	1.6774166666666666	0.055	The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere. [GOC:ai, GOC:jid]
