abstract,rahul_bacteria,anshu_bacteria,rahul_malaria,anshu_malaria
30267595.txt,0,0,0,1
30271754.txt,0,0,0,1
30272335.txt,0,0,1,1
30274155.txt,0,0,0,1
30275568.txt,0,0,0,0
30276896.txt,0,0,0,0
30278126.txt,0,0,0,1
30279285.txt,1,0,0,0
30279311.txt,0,0,0,0
30279970.txt,0,0,0,0
30280444.txt,0,0,0,0
30280689.txt,0,0,0,0
30281069.txt,0,0,0,0
30287822.txt,0,0,0,0
3029084.txt,0,0,0,0
30291172.txt,0,0,0,0
30291429.txt,0,0,1,0
30291537.txt,0,0,1,0
30291971.txt,0,0,0,0
3029223.txt,1,0,1,1
3029389.txt,0,0,0,0
30294785.txt,0,0,0,1
30297731.txt,0,0,0,1
30298811.txt,0,0,0,1
30298904.txt,0,0,1,0
30305327.txt,0,0,0,0
30306207.txt,0,0,1,1
30306262.txt,0,0,0,1
30306427.txt,0,0,0,1
30307058.txt,0,1,1,1
30308157.txt,0,0,0,1
30315082.txt,0,0,0,0
30318713.txt,0,0,0,0
30319649.txt,0,0,0,1
30322965.txt,0,0,1,1
30323030.txt,1,0,0,0
30323255.txt,0,0,0,0
30324487.txt,0,0,0,0
30326663.txt,0,0,0,0
30327443.txt,0,0,0,1
30327844.txt,0,0,0,0
30333822.txt,0,0,1,0
30333825.txt,0,0,0,0
30335132.txt,1,0,0,1
30335568.txt,0,0,0,1
30336976.txt,0,0,0,0
30337232.txt,0,0,0,0
30340321.txt,0,0,0,0
30340417.txt,0,0,0,0
30341164.txt,0,0,0,1
30341391.txt,0,0,0,1
30342404.txt,0,0,0,1
30349936.txt,0,0,1,0
30355533.txt,0,0,0,1
30355641.txt,0,0,0,0
30359623.txt,0,0,0,0
30362963.txt,0,0,1,0
30364284.txt,0,0,1,0
3036517.txt,0,0,0,1
30367496.txt,0,0,0,1
30370695.txt,0,0,0,0
30370939.txt,0,0,0,0
30374136.txt,0,0,0,0
30374346.txt,0,0,1,1
3037488.txt,0,0,0,0
30376113.txt,0,0,0,0
30381460.txt,0,0,0,1
30383835.txt,0,0,0,0
30384063.txt,0,0,0,0
30387712.txt,0,0,0,0
3038904.txt,0,0,0,0
30389747.txt,0,0,0,0
30391381.txt,0,0,0,0
30391511.txt,0,0,0,0
30394621.txt,0,0,0,1
30398935.txt,0,0,1,0
30399417.txt,0,0,0,0
30399540.txt,0,0,0,0
30399541.txt,0,0,0,0
3040083.txt,0,0,0,1
30404186.txt,0,0,0,0
30404542.txt,0,0,0,0
3040700.txt,0,0,0,0
30407218.txt,0,0,0,1
30407731.txt,0,0,0,0
30407866.txt,0,0,1,1
30409511.txt,0,0,0,1
30416501.txt,1,0,0,1
30419318.txt,0,0,0,1
30422895.txt,0,0,0,0
30426809.txt,1,0,1,1
30427069.txt,0,0,1,0
30439501.txt,0,0,0,1
30440100.txt,0,0,0,0
30442459.txt,0,0,1,0
30444165.txt,0,0,1,0
30444200.txt,0,0,0,1
30446388.txt,0,0,0,0
30447139.txt,0,0,0,0
30447501.txt,0,0,0,0
30450877.txt,0,0,0,0
30452306.txt,0,0,0,0
30453885.txt,0,0,0,1
30458312.txt,0,0,0,0
30458997.txt,0,0,0,0
30459755.txt,0,0,0,0
30460763.txt,0,0,0,1
30462182.txt,0,0,0,0
30464173.txt,0,0,0,1
30464967.txt,0,0,0,1
30465323.txt,0,0,0,1
30465731.txt,0,0,0,0
30465827.txt,1,0,0,1
30467497.txt,0,0,0,1
30470770.txt,0,0,0,0
30472325.txt,0,0,1,1
30472454.txt,0,0,0,0
30476222.txt,0,0,0,1
30477244.txt,0,0,0,0
30477901.txt,0,0,0,1
30478379.txt,0,0,0,0
30478939.txt,0,0,0,0
30480469.txt,0,0,0,1
30486316.txt,0,0,0,1
30486423.txt,0,0,0,1
30486721.txt,0,0,0,0
30487800.txt,0,0,0,1
30488368.txt,0,0,0,1
30489430.txt,0,0,0,0
3049432.txt,0,0,0,0
30496516.txt,0,0,0,0
30496674.txt,0,0,0,0
30500378.txt,0,0,0,0
30500508.txt,0,0,0,1
30501994.txt,0,0,0,0
30502719.txt,0,0,0,1
3050380.txt,0,0,0,0
30506095.txt,0,0,0,1
30506375.txt,0,0,0,0
30506639.txt,0,0,0,0
30506938.txt,0,0,0,0
30510071.txt,1,0,0,1
30511092.txt,0,0,0,1
30511222.txt,0,0,0,1
30511849.txt,0,0,0,0
30512233.txt,0,0,0,0
30513869.txt,0,0,0,0
30514761.txt,1,0,0,1
30515158.txt,0,0,1,0
30516466.txt,0,0,0,0
30516468.txt,0,0,0,0
30517429.txt,0,0,1,0
30521065.txt,0,0,0,0
30521865.txt,0,0,0,0
30524735.txt,0,0,0,1
30525202.txt,0,0,0,1
30528276.txt,0,0,0,0
30530602.txt,0,0,0,1
30530969.txt,0,0,0,0
3053220.txt,0,0,0,1
30533298.txt,0,0,0,1
30536831.txt,0,0,0,1
30536875.txt,0,0,0,0
30539724.txt,0,0,0,1
30540910.txt,0,0,0,0
30543507.txt,0,0,0,1
30546960.txt,0,0,0,1
30550553.txt,1,0,0,1
30552197.txt,0,0,0,0
30552353.txt,0,0,0,1
30552512.txt,0,0,0,0
30553366.txt,0,0,0,1
30554147.txt,0,0,0,0
30554318.txt,0,0,0,0
30557113.txt,0,0,1,1
30557684.txt,0,0,0,0
30557752.txt,0,0,0,0
30563080.txt,0,0,0,0
30564561.txt,0,0,1,1
30565710.txt,0,0,0,1
30565818.txt,0,0,0,1
30566365.txt,1,0,1,1
30566444.txt,0,0,0,0
30568178.txt,0,0,0,0
3056867.txt,0,0,0,1
30569175.txt,0,0,1,1
30574635.txt,0,0,0,1
30574746.txt,0,0,0,0
30577318.txt,0,0,0,1
3057769.txt,0,0,0,0
30581609.txt,0,0,0,1
3058802.txt,0,0,1,0
30590161.txt,0,0,0,0
30593412.txt,0,0,0,1
30594374.txt,0,0,0,0
30594542.txt,0,0,0,0
30596212.txt,0,0,0,1
30596377.txt,0,0,0,0
30596774.txt,0,0,0,0
30598454.txt,0,0,0,0
30599064.txt,0,0,0,0
30599112.txt,0,0,0,0
30600357.txt,0,0,0,1
30601865.txt,0,0,0,0
30604094.txt,0,0,0,0
30605077.txt,0,0,0,0
30607385.txt,0,0,1,0
30608939.txt,0,0,0,0
30610917.txt,0,0,0,1
30612264.txt,0,0,0,0
30619184.txt,0,0,0,0
30619374.txt,0,1,0,0
30628191.txt,0,0,0,0
30628388.txt,0,0,0,1
30629240.txt,0,0,0,1
30629250.txt,0,0,0,1
30632732.txt,0,0,0,1
30633780.txt,0,0,0,0
30638405.txt,0,0,0,0
30639436.txt,0,1,0,1
30643171.txt,0,0,0,1
30643808.txt,0,0,1,0
30647460.txt,0,0,0,0
30648497.txt,0,0,0,0
30650351.txt,0,0,0,0
3065516.txt,0,0,0,0
30655561.txt,0,0,0,0
30657878.txt,0,0,1,0
30658978.txt,0,0,0,1
30659170.txt,0,0,1,0
3066059.txt,0,0,0,1
3066071.txt,0,0,0,1
30665717.txt,0,0,0,1
30665743.txt,0,0,0,1
30666812.txt,0,0,0,1
30668420.txt,0,0,1,0
30674909.txt,0,0,0,0
30676840.txt,0,0,1,1
30677037.txt,0,0,0,1
30678126.txt,0,0,0,0
30681115.txt,0,0,0,0
30682029.txt,0,0,0,0
30682389.txt,0,0,0,0
30685452.txt,0,0,0,1
30687304.txt,0,0,0,0
30687325.txt,0,0,1,0
30689830.txt,0,0,0,1
30689833.txt,0,0,0,0
30693476.txt,0,0,0,1
30694219.txt,0,0,0,1
30694569.txt,0,0,1,0
30696462.txt,0,0,0,1
30698731.txt,0,0,0,0
30699302.txt,0,0,0,0
30701531.txt,0,0,0,0
30702938.txt,0,0,0,0
30703983.txt,0,0,0,0
30704918.txt,0,0,0,1
3070546.txt,0,0,0,1
30706058.txt,0,0,0,1
30708562.txt,0,0,0,1
30709517.txt,0,0,0,1
30709637.txt,0,0,0,0
30709741.txt,0,0,0,1
30711929.txt,0,0,1,1
30713423.txt,0,0,0,0
3071479.txt,0,0,1,0
30718738.txt,0,0,0,0
30719240.txt,0,0,0,0
30721149.txt,0,0,1,0
30721460.txt,0,0,0,0
30724623.txt,0,0,0,1
30725003.txt,0,0,0,1
30726742.txt,0,0,1,1
30728327.txt,0,0,0,0
30729671.txt,0,0,1,1
30730065.txt,0,0,0,0
30730851.txt,0,0,0,1
30730983.txt,0,0,0,0
30734654.txt,0,0,0,1
30738864.txt,0,0,0,1
30739278.txt,0,0,0,1
30742638.txt,0,0,0,0
30744000.txt,0,0,0,0
30745901.txt,0,0,0,0
30748009.txt,0,0,0,1
30753545.txt,0,0,0,0
30753747.txt,0,0,1,0
30753824.txt,0,0,0,0
30753969.txt,0,0,0,0
30755515.txt,0,0,0,0
30763359.txt,0,0,0,0
30764416.txt,0,0,0,0
30776578.txt,0,0,0,0
30777925.txt,0,1,0,0
30778766.txt,0,0,0,0
30780099.txt,0,0,0,0
30781845.txt,0,0,0,1
30782490.txt,0,0,0,0
30782660.txt,0,0,0,0
30782668.txt,0,0,0,1
30783507.txt,0,0,0,0
30784189.txt,0,0,0,1
30787388.txt,0,0,0,1
30791207.txt,0,1,0,1
30791434.txt,0,0,0,0
30792100.txt,0,0,0,1
30793225.txt,0,0,1,0
3079465.txt,0,0,1,0
30797286.txt,0,0,0,0
30801564.txt,0,1,0,0
30802355.txt,0,0,0,1
30806486.txt,0,0,0,0
30807768.txt,0,0,0,0
30808871.txt,0,0,0,0
30814475.txt,0,0,0,0
30822543.txt,0,0,0,1
30823538.txt,0,0,0,0
30824610.txt,0,0,0,0
3082514.txt,0,0,0,0
30832436.txt,0,0,0,0
30834548.txt,0,0,0,0
30834570.txt,0,0,0,0
30835734.txt,0,0,0,0
30836246.txt,0,0,0,1
30836838.txt,0,0,0,1
30837985.txt,0,0,0,0
30840704.txt,0,0,0,1
30842814.txt,0,0,0,1
3084560.txt,0,0,1,1
30846981.txt,0,0,0,0
30847161.txt,0,0,0,1
3084789.txt,0,0,0,1
30848345.txt,0,0,0,1
30849491.txt,0,0,0,1
30849500.txt,0,0,0,1
30851710.txt,0,0,0,1
30851928.txt,0,0,0,1
30852025.txt,0,0,0,1
30854633.txt,0,0,0,0
30854666.txt,0,0,0,1
30856602.txt,0,0,0,0
30856813.txt,0,0,0,1
3085709.txt,0,0,0,1
30858294.txt,0,0,0,0
30858872.txt,0,0,0,1
30859719.txt,0,0,0,1
30860598.txt,0,0,0,0
30863202.txt,0,0,0,0
30864389.txt,0,0,0,0
3086490.txt,0,0,0,0
30871004.txt,0,0,1,1
30874560.txt,0,0,0,0
30874582.txt,0,0,0,0
30878669.txt,0,0,0,0
30880024.txt,0,0,0,1
30881361.txt,0,0,0,1
30885956.txt,0,0,0,1
30888318.txt,0,0,0,0
30889825.txt,0,0,0,0
30893501.txt,0,0,0,0
30894840.txt,0,0,0,1
30896328.txt,0,0,0,1
30897348.txt,0,0,0,0
30897474.txt,0,0,0,1
30898076.txt,0,0,0,0
30898719.txt,0,0,0,1
30904893.txt,0,0,0,0
30905635.txt,0,0,0,0
30906626.txt,0,0,0,1
30907593.txt,0,0,0,0
30909373.txt,0,0,0,0
30909789.txt,0,1,0,0
30909982.txt,0,0,0,1
30911739.txt,0,0,0,0
30917501.txt,0,0,0,1
30918280.txt,0,0,0,0
30921696.txt,0,0,0,0
30923000.txt,0,0,0,1
30926541.txt,0,0,0,0
3092735.txt,0,0,0,1
30929217.txt,0,0,0,0
30929218.txt,0,0,0,1
30930167.txt,0,0,0,1
30934764.txt,0,0,0,1
30936340.txt,0,0,0,1
30937499.txt,0,0,0,0
30938663.txt,0,0,0,1
30938669.txt,0,0,0,0
30941120.txt,0,0,0,1
30941461.txt,0,0,0,0
30941647.txt,0,0,0,0
30942627.txt,0,0,0,0
30946572.txt,0,0,0,0
30948494.txt,0,0,0,0
30948704.txt,0,0,0,0
30952736.txt,0,0,0,0
30952847.txt,0,0,0,0
30953729.txt,0,0,0,0
30958215.txt,0,0,0,0
30958843.txt,0,0,0,1
30959666.txt,0,0,0,1
30962426.txt,0,0,0,1
30962433.txt,0,0,0,0
30964646.txt,0,0,0,0
30968234.txt,0,0,0,0
30968978.txt,0,0,0,1
3096928.txt,0,0,0,1
3097097.txt,0,0,0,1
30972059.txt,0,0,0,1
30972070.txt,0,0,1,1
30974856.txt,0,0,0,0
30976025.txt,0,0,0,0
30979058.txt,0,0,0,1
30981375.txt,0,0,0,1
30981713.txt,0,0,1,1
30982401.txt,0,0,1,0
30986273.txt,0,0,0,0
3098983.txt,0,0,0,0
30991094.txt,0,0,0,0
30992372.txt,0,0,0,0
30993247.txt,0,0,0,1
30995786.txt,0,0,0,0
30996332.txt,0,0,0,1
30998992.txt,0,0,0,0
30999064.txt,0,0,0,0
30999170.txt,0,0,0,0
3100333.txt,0,0,0,1
31003351.txt,0,1,0,0
31003835.txt,0,0,0,0
31003915.txt,0,0,0,0
31004701.txt,0,0,0,0
31007925.txt,0,0,0,1
31010851.txt,1,1,0,1
31011879.txt,0,0,1,0
31013084.txt,0,0,0,0
31013929.txt,0,0,0,0
31014017.txt,0,0,0,1
31014240.txt,0,0,0,0
31016852.txt,0,0,0,0
31017319.txt,0,0,0,1
31019198.txt,0,0,1,1
31024475.txt,0,0,0,1
31025062.txt,0,0,0,0
31031141.txt,0,0,0,1
31035915.txt,0,0,0,0
31036602.txt,0,0,1,1
31036650.txt,1,0,0,1
31036718.txt,0,0,0,1
31039618.txt,0,0,0,1
31040180.txt,1,0,0,0
31040669.txt,0,0,0,0
31043389.txt,0,0,0,1
31045562.txt,1,0,0,1
31050326.txt,0,0,0,0
31050338.txt,0,0,0,1
31050860.txt,0,0,0,1
31053353.txt,0,0,0,1
31055214.txt,0,0,0,0
31058287.txt,0,0,1,1
31062874.txt,0,0,1,1
31063150.txt,0,0,0,1
31064143.txt,0,0,0,1
31064300.txt,0,0,0,1
31066298.txt,0,0,0,1
31067839.txt,0,0,0,1
310690.txt,0,0,0,0
31070908.txt,0,0,0,0
31072004.txt,0,0,0,1
31072165.txt,0,0,0,1
31072330.txt,0,0,0,0
3107268.txt,0,0,0,0
31075434.txt,0,0,0,1
31075770.txt,0,0,0,1
31076322.txt,0,0,0,1
31076995.txt,0,0,0,0
31077592.txt,0,0,0,0
31078702.txt,0,0,0,1
31079897.txt,0,0,0,1
31079999.txt,0,0,0,1
31080448.txt,0,1,0,1
31082588.txt,0,0,0,1
31085515.txt,0,1,0,1
31086817.txt,0,0,0,0
31087974.txt,0,0,0,0
31088450.txt,0,0,0,0
31090290.txt,0,1,0,1
31092062.txt,0,0,0,0
31092850.txt,0,0,0,0
31094420.txt,0,0,0,0
31095449.txt,0,0,0,1
31096414.txt,0,0,0,0
31100109.txt,0,1,0,1
31105675.txt,0,0,0,0
31106000.txt,0,0,0,0
31107242.txt,0,0,0,0
31108361.txt,0,0,0,1
31109975.txt,0,0,0,1
31110506.txt,0,0,0,0
31110702.txt,0,0,0,0
31113806.txt,0,0,0,1
31114583.txt,0,0,0,0
31118237.txt,1,0,1,1
31118473.txt,0,0,0,1
31118495.txt,0,0,0,0
31120356.txt,0,0,0,0
31120399.txt,0,0,0,0
31122258.txt,0,0,0,1
31123263.txt,0,0,0,1
31127034.txt,0,0,1,1
31127290.txt,0,0,0,0
3112764.txt,0,0,1,1
31128807.txt,0,0,0,0
31129411.txt,0,0,0,0
31130962.txt,0,0,0,1
3113105.txt,0,0,0,0
31131107.txt,0,0,0,0
31133042.txt,0,0,0,0
31134052.txt,0,0,0,0
31134053.txt,0,0,0,1
31134799.txt,0,0,0,0
31137602.txt,0,0,0,0
31141185.txt,0,0,1,1
31142986.txt,0,0,0,1
31143358.txt,0,0,0,0
31144067.txt,0,0,0,0
31146755.txt,0,0,0,1
31148138.txt,0,0,0,0
31154605.txt,0,0,0,1
31160282.txt,0,0,0,0
31165962.txt,0,0,0,1
31167388.txt,0,0,0,0
3116788.txt,0,0,1,0
31167928.txt,0,0,0,0
31167948.txt,0,0,0,0
31168437.txt,0,0,0,1
3116931.txt,0,0,0,0
3117145.txt,0,0,0,0
31173069.txt,0,0,0,0
31174158.txt,0,0,0,0
31176019.txt,1,0,0,1
31176126.txt,0,0,0,1
31177475.txt,0,0,0,0
31177926.txt,0,0,0,1
31181712.txt,0,0,0,0
31182484.txt,0,0,0,1
31187593.txt,0,0,0,0
31187732.txt,0,0,0,1
31188588.txt,0,0,0,0
31190298.txt,0,0,0,1
31190802.txt,0,0,0,0
31191472.txt,0,0,0,0
31195135.txt,0,0,1,0
31195172.txt,0,0,0,0
31199855.txt,0,0,0,0
31200780.txt,0,0,0,0
31204281.txt,0,0,0,0
31204408.txt,0,0,0,1
31207257.txt,0,0,0,1
31207380.txt,0,0,0,0
31212750.txt,0,0,0,1
3121369.txt,0,0,1,1
31214187.txt,0,0,0,1
31214877.txt,0,0,0,1
3121511.txt,0,0,1,1
31216278.txt,0,0,0,1
31221786.txt,0,0,0,0
31222337.txt,0,0,0,0
31226163.txt,0,0,0,1
31226983.txt,0,0,0,1
3122724.txt,0,0,1,1
31227753.txt,0,0,0,0
31227817.txt,0,0,0,0
31228546.txt,0,0,0,0
31229858.txt,0,0,0,1
3123113.txt,0,0,0,0
31231398.txt,0,0,0,1
31232894.txt,0,0,0,1
31233063.txt,1,0,1,0
31235551.txt,0,0,1,0
31235803.txt,0,0,0,0
31241490.txt,0,0,0,0
31242036.txt,0,0,0,0
31243942.txt,0,0,0,0
31243963.txt,0,0,0,0
31244823.txt,0,0,0,0
31246144.txt,0,0,0,0
3124808.txt,0,0,0,0
31248089.txt,0,0,0,1
31249452.txt,0,0,0,1
31249813.txt,0,0,0,0
31250189.txt,0,0,0,1
31255276.txt,0,0,0,1
31257133.txt,0,0,0,1
31258864.txt,0,0,0,1
31263467.txt,0,0,0,1
31264408.txt,0,0,0,0
31266785.txt,0,0,1,0
31267692.txt,0,0,0,1
31269324.txt,0,0,0,1
31272366.txt,0,0,0,0
31272872.txt,0,0,0,1
31273414.txt,0,0,0,1
31273955.txt,0,0,0,1
31278591.txt,0,0,0,1
31280403.txt,0,0,0,1
31282473.txt,0,0,0,0
31283037.txt,0,0,0,1
31284902.txt,0,0,0,0
31284979.txt,0,0,0,1
3128637.txt,0,0,0,1
31292712.txt,0,0,0,1
31293594.txt,0,0,1,0
31294863.txt,0,0,0,1
31295398.txt,0,0,0,1
31298298.txt,0,0,0,0
31300115.txt,0,0,0,0
31303954.txt,0,0,0,1
31304277.txt,0,0,0,1
31307915.txt,0,0,0,1
31308545.txt,0,0,0,1
31309556.txt,0,0,1,1
31310031.txt,0,0,0,0
31310695.txt,0,0,0,1
31312006.txt,0,0,0,1
31312785.txt,0,0,0,1
31316504.txt,0,0,1,0
31317613.txt,0,0,0,1
31318704.txt,0,0,1,1
31319251.txt,0,0,0,1
31319358.txt,0,0,1,0
31320432.txt,0,0,0,1
31323710.txt,0,0,0,0
31324383.txt,0,0,0,1
31324940.txt,0,0,0,1
31325615.txt,0,0,0,1
31325629.txt,0,0,0,0
31325856.txt,0,0,0,0
31326627.txt,0,0,0,0
31326812.txt,0,0,0,0
31329231.txt,0,0,0,1
31330263.txt,0,0,0,0
31332067.txt,0,0,0,0
31332202.txt,0,0,0,0
31332677.txt,0,0,0,0
31333120.txt,0,0,0,0
31333640.txt,0,0,0,1
31335890.txt,0,0,0,1
31337008.txt,0,0,0,1
31342012.txt,0,0,0,1
31342120.txt,0,0,1,1
3134469.txt,0,0,1,1
31345023.txt,0,0,1,1
31346882.txt,0,0,0,1
31347162.txt,0,0,1,1
31347616.txt,0,0,0,1
31350635.txt,0,0,0,0
31351225.txt,0,0,0,0
31353650.txt,0,0,0,0
31357956.txt,0,0,0,1
31359510.txt,0,0,1,1
31363103.txt,0,0,0,0
31364370.txt,0,0,1,0
31366978.txt,0,0,0,0
31367003.txt,0,0,0,0
31367691.txt,0,0,0,1
31367864.txt,0,0,1,0
31369589.txt,0,0,1,0
31371518.txt,0,0,0,0
3137166.txt,0,0,0,1
31374128.txt,0,0,0,0
31374462.txt,0,0,0,0
31377943.txt,0,0,0,1
31378314.txt,0,0,0,1
31378381.txt,0,0,0,1
31378695.txt,0,0,0,1
31379844.txt,0,0,0,1
31382595.txt,0,0,1,1
31383664.txt,0,0,0,0
31385305.txt,0,0,1,1
31387236.txt,0,0,0,1
31387584.txt,0,0,0,1
31387918.txt,0,0,0,0
3139052.txt,0,0,0,1
31394100.txt,1,0,0,1
31394796.txt,0,0,0,0
3139491.txt,0,0,0,0
31396211.txt,0,0,0,0
31396541.txt,0,0,0,0
31399076.txt,0,0,0,0
31399561.txt,0,1,0,0
31400508.txt,0,0,0,1
31402504.txt,0,0,0,0
31406992.txt,0,0,0,0
31407238.txt,0,0,0,1
31409414.txt,0,0,0,1
31409979.txt,0,0,0,0
31410766.txt,0,0,0,1
31412561.txt,0,0,1,1
3141392.txt,0,0,0,0
3141507.txt,0,0,1,0
31417085.txt,1,0,0,1
31417181.txt,0,0,0,0
31418673.txt,0,0,0,1
31420314.txt,0,0,0,1
31421146.txt,0,0,0,0
31421791.txt,0,0,0,0
31424015.txt,0,0,0,1
31424353.txt,0,0,0,0
31427713.txt,0,0,0,0
31427816.txt,0,0,0,0
31428591.txt,0,0,0,0
31430526.txt,0,0,0,0
31430858.txt,0,0,0,1
31432356.txt,0,0,0,0
31434748.txt,0,0,0,1
31434890.txt,1,0,0,1
31441745.txt,0,0,0,1
31441788.txt,0,0,0,0
31444208.txt,0,0,0,1
31444694.txt,0,0,1,1
31446896.txt,0,1,0,1
31448055.txt,0,0,0,1
31448126.txt,0,0,0,1
31452334.txt,0,0,0,0
31453472.txt,0,0,0,0
31455218.txt,0,0,0,0
31455633.txt,1,0,0,1
3145711.txt,0,0,0,1
31462100.txt,0,0,0,0
31466379.txt,0,0,0,0
31466914.txt,0,0,0,0
31468981.txt,0,0,0,0
31471307.txt,0,0,0,0
31474097.txt,0,0,0,0
31474499.txt,0,0,0,0
31475923.txt,0,0,0,0
31478060.txt,0,0,0,1
31478620.txt,0,0,0,0
31478733.txt,0,0,0,1
31478826.txt,0,0,0,0
31479609.txt,0,0,0,1
31480609.txt,0,0,0,1
31482589.txt,0,0,0,1
31484388.txt,0,0,0,0
31485270.txt,0,0,0,0
31487162.txt,0,0,0,0
31488033.txt,0,0,0,0
31489638.txt,0,0,0,0
31490939.txt,0,0,0,1
31492743.txt,0,0,1,0
31492962.txt,0,0,0,1
31494811.txt,0,0,0,0
31500179.txt,0,0,0,1
31504469.txt,0,0,0,1
31507553.txt,0,0,0,0
31508710.txt,0,0,0,0
31512604.txt,0,0,0,0
31513952.txt,0,0,0,0
31516527.txt,0,0,0,1
31518396.txt,0,0,0,1
31519972.txt,0,0,0,1
31521458.txt,0,0,0,1
31521852.txt,0,0,0,0
31522447.txt,0,0,0,1
31526864.txt,0,0,0,1
31527407.txt,0,0,0,0
31528020.txt,0,0,0,1
31529142.txt,0,0,0,0
31530344.txt,0,0,0,0
31533461.txt,0,0,1,1
31533855.txt,0,0,0,0
31535168.txt,0,0,1,0
31535973.txt,0,0,0,1
31538397.txt,0,0,0,0
31540125.txt,0,0,1,0
31543367.txt,0,0,0,0
31547144.txt,0,0,0,0
31548366.txt,0,0,0,1
31548887.txt,0,0,0,1
31548889.txt,0,0,0,1
31549428.txt,0,0,0,1
31550175.txt,0,0,0,0
31550680.txt,0,0,0,1
31551207.txt,0,0,0,1
31552035.txt,0,0,1,1
31552162.txt,0,0,0,1
31553931.txt,0,0,0,0
31554719.txt,0,0,0,0
31560378.txt,0,0,0,0
31560821.txt,0,0,0,0
31570118.txt,0,0,1,0
31570561.txt,0,0,1,0
31575773.txt,0,0,0,0
31576879.txt,0,0,0,1
31577201.txt,0,0,0,1
31577526.txt,0,0,0,0
315797.txt,0,1,0,1
31579997.txt,0,0,0,0
3158304.txt,0,0,0,1
31584030.txt,0,0,0,0
31584765.txt,0,0,0,0
31584822.txt,0,0,0,0
31585732.txt,0,0,1,1
31586946.txt,0,0,0,0
31591915.txt,0,0,0,1
31594433.txt,0,0,0,0
31594801.txt,0,0,0,1
31595020.txt,1,0,0,0
31598006.txt,0,0,0,1
31600855.txt,0,0,0,0
31601165.txt,0,0,0,0
31601541.txt,0,0,0,0
31601817.txt,0,0,0,1
31605156.txt,0,0,0,0
31606556.txt,0,0,0,1
31613907.txt,0,0,1,0
31614841.txt,0,0,0,0
31615895.txt,0,0,0,0
31616626.txt,0,0,1,1
31617573.txt,0,0,0,0
31619165.txt,0,0,0,0
31619535.txt,0,0,0,0
31619536.txt,0,0,1,0
31620123.txt,0,0,1,1
31623233.txt,0,0,0,0
31623962.txt,0,0,0,1
31624322.txt,0,0,0,1
31628651.txt,0,0,0,1
31629103.txt,0,1,0,1
31631592.txt,0,0,0,0
31636068.txt,0,0,0,1
31636468.txt,0,0,0,1
31637624.txt,0,0,0,0
31638391.txt,0,0,0,0
31640810.txt,0,1,0,0
31641894.txt,0,0,0,1
31649670.txt,0,0,0,0
31652414.txt,1,0,0,1
31654148.txt,0,0,0,0
31654638.txt,0,0,1,1
31655584.txt,0,0,0,1
31656260.txt,0,0,0,0
31656492.txt,0,0,0,1
31661468.txt,0,0,0,0
31662267.txt,0,0,0,0
31663761.txt,0,0,0,0
31664482.txt,0,0,0,1
31665359.txt,0,0,0,1
3166538.txt,0,0,0,0
31666526.txt,0,0,0,0
31666991.txt,0,0,0,1
31669862.txt,0,0,0,1
31671052.txt,0,0,0,0
31671360.txt,0,0,0,0
31673015.txt,0,0,0,0
316741.txt,0,0,0,1
31676603.txt,0,0,0,0
31678817.txt,0,0,0,0
31678868.txt,0,0,1,1
31680284.txt,0,0,0,0
31680977.txt,0,0,0,1
31682040.txt,0,0,0,0
31682999.txt,0,0,0,1
31683529.txt,0,0,0,0
31690386.txt,0,0,1,1
31692473.txt,0,0,0,1
31693169.txt,0,0,0,0
31694412.txt,0,0,0,1
31694555.txt,0,0,0,1
31695097.txt,0,0,1,0
31695116.txt,0,0,0,0
31704879.txt,0,0,1,1
31708879.txt,0,0,0,0
31709785.txt,0,0,0,1
31712156.txt,0,0,0,0
31713516.txt,0,0,1,0
31715599.txt,0,0,0,0
31715654.txt,0,0,0,0
31717929.txt,0,0,0,0
31718945.txt,0,0,0,0
31720212.txt,0,0,0,1
31720875.txt,0,0,0,1
31722736.txt,0,0,0,1
31723261.txt,0,0,0,0
3172378.txt,0,0,0,1
31726527.txt,0,0,0,0
31727243.txt,0,0,0,1
31729227.txt,0,0,0,1
31729381.txt,0,0,0,0
31730852.txt,0,0,0,0
31731388.txt,0,0,0,0
31731573.txt,0,0,0,0
31732577.txt,0,0,0,0
31736217.txt,0,0,0,1
31736908.txt,0,0,0,0
31736911.txt,0,0,0,0
31738185.txt,0,0,1,0
31738988.txt,0,0,0,0
31741765.txt,0,0,1,0
31741775.txt,0,0,0,0
31744069.txt,0,0,0,0
31745019.txt,0,0,0,0
31747871.txt,0,0,0,0
31748533.txt,0,0,0,0
31757674.txt,0,0,0,0
31758195.txt,0,0,0,0
31760080.txt,0,0,0,0
31763790.txt,0,0,0,1
31765020.txt,0,0,0,0
31765279.txt,0,0,0,0
31766714.txt,0,0,0,0
31767091.txt,0,0,0,0
31772017.txt,0,0,0,0
31783060.txt,0,0,0,1
31788746.txt,0,0,0,1
31790512.txt,0,0,0,1
31791592.txt,0,0,0,0
31792309.txt,0,0,0,0
31796068.txt,0,0,0,0
31796536.txt,1,0,0,0
31796995.txt,0,0,0,1
31798798.txt,0,0,0,1
31799324.txt,0,0,0,0
31800767.txt,0,0,0,1
31801883.txt,0,0,0,1
31805013.txt,0,1,0,1
31806695.txt,0,0,0,1
31808055.txt,0,0,1,1
31809795.txt,0,0,1,0
31810301.txt,0,0,0,0
